handle,name,developer,description,rating,reviews,category,has_free_plan,min_price,max_price,url
popular-products-on-cart-page,Zestard Popular Products,Zestard Technologies,,4.0,1.0,marketing-and-conversion-upsell-and-bundles-upsell-and-cross-sell,True,4.99,4.99,https://apps.shopify.com/popular-products-on-cart-page
seep-ai-sales-assistant,Seep AI Sales Assistant,Seep Tech,"Seep is an AI-powered Shopify chatbot that helps stores increase conversions, guide visitors, and improve customer engagement. Easy setup, no coding required.",,,marketing-and-conversion-upsell-and-bundles-upsell-and-cross-sell,True,14.99,49.99,https://apps.shopify.com/seep-ai-sales-assistant
vista-payment-rules,Vista Checkout Rule & Discount,Growthpolis,"Create custom automatic discounts. Hide, reorder, and rename payment methods and delivery/shipping methods. Block checkout with cart validations.",4.9,14.0,marketing-and-conversion-promotions-discounts,True,3.99,25.0,https://apps.shopify.com/vista-payment-rules
buy-box-product-info-blocks,BuyBox: AI Product Page Blocks,PT DWGR Innovation Labs,,4.9,68.0,store-design-design-elements-badges-and-icons,True,15.0,22.0,https://apps.shopify.com/buy-box-product-info-blocks
product-warning-pop-ups,Pro:Warnings Notifications,NexusMedia,,5.0,6.0,store-design-notifications-pop-ups,True,7.99,7.99,https://apps.shopify.com/product-warning-pop-ups
discount-pal,DiscountPal Sale Price Manager,Better Stores Project,"DiscountPal is the essential app to run sales and flash sales across your Shopify store. Add tags, schedule and show sale price on all storefront touchpoints",,,marketing-and-conversion-promotions-discounts,True,9.99,24.99,https://apps.shopify.com/discount-pal
easy-memberships,ECA: Easy Memberships App,Easy Commerce Apps,"Manage memberships with ease—offer gated content, custom discounts, automated tags, and localized emails. All within Shopify.",5.0,7.0,selling-products-payments-subscriptions,True,,,https://apps.shopify.com/easy-memberships
products-in-blog,Eleanorsoft: Products In Blog,Eleanorsoft,Use this app to improve internal linking of your website with auto-updated product widgets in your blog posts.,,,store-design-content-blogs,True,3.99,39.0,https://apps.shopify.com/products-in-blog
orichi-bundle-discount,OC: Bundle App & Bulk Discount,OrichiCommerce,"Increase your AOV by offering Product Bundles, Free Gifts, Custom Upsells, and applying Volume Discounts",5.0,66.0,marketing-and-conversion-upsell-and-bundles-product-bundles,True,9.99,9.99,https://apps.shopify.com/orichi-bundle-discount
sms-verification-romania-1,SMS Verification Romania,SC EUROPEAN ADVERTISING HOLDING SRL,,5.0,3.0,,True,9.0,57.0,https://apps.shopify.com/sms-verification-romania-1
cartlift-bundles-upsells,CartLift Bundles & Upsells,WebCreta Technologies Pvt Ltd,"Create product bundles, quantity breaks & upsells to boost AOV, conversions and store revenue with an easy-to-use bundles app.",,,marketing-and-conversion-upsell-and-bundles-product-bundles,True,9.0,15.0,https://apps.shopify.com/cartlift-bundles-upsells
critical-css,Inline ‑ Critical CSS,Speed Boostr,Speed up your online store by generating critical CSS.,,,store-design-site-optimization-seo,True,,,https://apps.shopify.com/critical-css
metrion,Metrion,Metrion,Integrate Metrion into your shopify store and directly sync your order data with advertising channels,5.0,3.0,store-management-operations-analytics,True,,,https://apps.shopify.com/metrion
cartuplift,Cart Uplift: AI Upsells & FBT,IDAN,"AI recommendations, frequently bought together bundles, cart offers, free shipping bars and automatic discounts for your Shopify cart. Install in minutes.",,,marketing-and-conversion-upsell-and-bundles-upsell-and-cross-sell,True,29.0,199.0,https://apps.shopify.com/cartuplift
milenow,Milenow,Milenow,,,,orders-and-shipping-shipping-solutions-shipping,True,,,https://apps.shopify.com/milenow
casparcreate,CasparCreate,CasparCreate,"Connect your shopify store and sell custom fabrics, garments and accessories. Sustainable made in Europe.",5.0,1.0,finding-products-sourcing-options-print-on-demand-pod,True,,,https://apps.shopify.com/casparcreate
verdict-ai,Verdict: AI Product Page Quiz,Cairn Labs,Verdict AI auto-generates 'Perfect for / Skip if' decision panels and Fit Score quizzes on every Shopify product page. Cut returns 11-18%. Free 14-day trial.,,,,True,24.0,149.0,https://apps.shopify.com/verdict-ai
product-media-exporter,Product Media Exporter,SIAR Digital,,,,,True,5.0,15.0,https://apps.shopify.com/product-media-exporter
product-bundler-by-sovi-apps,Bundable ‑ Customizable Kits,Sovi Apps,"Create custom product bundles and kits with a multi-step build-a-box builder. Offer flexible discounts to boost average order value. Easy setup, no code.",5.0,77.0,marketing-and-conversion-upsell-and-bundles-product-bundles,True,24.99,24.99,https://apps.shopify.com/product-bundler-by-sovi-apps
powr-popup,"POWR Sales Popup, Email Pop up",POWR.io,"Pop-ups are an easy way to promote upcoming sales, recover lost carts, or collect email leads. Use our simple editor to make your own for free with no coding!",4.7,417.0,store-design-notifications-pop-ups,True,7.04,98.99,https://apps.shopify.com/powr-popup
askful-ai-product-chat-faq,Askful AI Product Chat & FAQ,Remmote Labs LLC,"Answer customer questions with an AI assistant built from your product content, reviews, and pages right on your Shopify product pages.",,,store-management-support-faq,True,19.0,99.0,https://apps.shopify.com/askful-ai-product-chat-faq
govynex-announce,Announcement Bar ‑ Govynex,Govynex,"Add customizable announcement bars to your Shopify store. Live preview, AI copy, geo targeting, countdown timers, A/B testing, and analytics. Free to install.",,,store-design-notifications-banners,True,,,https://apps.shopify.com/govynex-announce
passonext,PassoNext: DPP for EU,Mandasa Technologies,"Shopify Digital Product Passport app. Generate QR-linked product passports, manage sustainability and traceability data, and prepare for upcoming EU compliance.",5.0,2.0,store-management-security-legal,True,9.0,80.0,https://apps.shopify.com/passonext
easyby-product-editor,EasyBy Bulk Product Edit,EasyBy,,3.0,22.0,store-management-operations-bulk-editor,True,4.99,19.99,https://apps.shopify.com/easyby-product-editor
addify-discount-by-country,Addify ‑ Discount by Country,Addify,"With the Shopify discount by country app, offer quantity-based discounts in different countries. Maximize conversions with tailored discounts. 

",5.0,2.0,marketing-and-conversion-promotions-discounts,True,4.99,9.99,https://apps.shopify.com/addify-discount-by-country
swag-com,Swag.com,Swag.com,"Swag.com and Shopify are making it easiy to set up a company store to sell your branded apparel, office goods, gifts and more.",,,,True,,,https://apps.shopify.com/swag-com
all_in_one_support_desk,AIOS,Ponder,,,,,True,49.0,198.0,https://apps.shopify.com/all_in_one_support_desk
o-plux-2,O‑PLUX 不正注文検知アプリ,かっこ株式会社,,,,store-management-security-fraud,True,,,https://apps.shopify.com/o-plux-2
post-to-xero,Hyve ‑ Post to Xero,Hyve Labs,,5.0,41.0,store-management-finances-accounting,True,19.0,99.0,https://apps.shopify.com/post-to-xero
nova-custom-product-options,Nova ‑ Custom Product Options,SnowVolt,"Let customers add engraving text, gift messages and color choices on your product pages. Answers follow every order automatically. 7-day free trial.",,,selling-products-custom-products-product-variants,True,9.0,9.0,https://apps.shopify.com/nova-custom-product-options
altguard-1,AltGuard,AltGuard,AltGuard generates AI-powered alt text for your Shopify product images. Meet WCAG 2.1 AA and European Accessibility Act requirements in minutes.,,,store-design-site-optimization-accessibility,True,19.0,99.0,https://apps.shopify.com/altguard-1
voice-call-saian-labs,VoiceConvert ‑ Saian Labs,Saian Labs,,,,store-management-support-chat,True,45.0,899.0,https://apps.shopify.com/voice-call-saian-labs
sa-194-ur-customer-fields,UR: Customer Profile Fields,UnReact Inc.,"Add custom fields like birthday and gender to your customer account profile page. Customers fill them in, values save to metafields, and you can filter them.",,,store-design-notifications-forms,False,4.99,4.99,https://apps.shopify.com/sa-194-ur-customer-fields
jsrates-shipping-rates,JsRates: Custom Shipping Rates,YOD Solutions,Discover JsRates for Shopify: Customizable JavaScript shipping rates for enhanced flexibility and control. Tailor your shipping strategy today.,5.0,15.0,orders-and-shipping-shipping-solutions-shipping-rates,True,35.0,35.0,https://apps.shopify.com/jsrates-shipping-rates
reframe,ReframeHQ,Comyoucom Ltd,"Turn boring photos into professional lifestyle shots. Batch remove backgrounds, generate realistic AI scenes with natural lighting, and sync directly to Shopify",3.6,2.0,store-design-images-and-media-image-editor,True,,,https://apps.shopify.com/reframe
zambeel,Zambeel,My Zambeel,Get instant integration with Zambeel. Save your time and resources and bring you the convenience of managing Zambeel fulfilment in Shopify.,5.0,3.0,,True,,,https://apps.shopify.com/zambeel
kooee-reviews,Kooee Reviews: Product Reviews,Italics Bold,Text and photo reviews for Shopify. Reward customers with discount codes and create professional social media images from reviews quickly.,5.0,8.0,marketing-and-conversion-social-trust-product-reviews,True,9.0,9.0,https://apps.shopify.com/kooee-reviews
discountkit,DiscountKit: BOGO & Free Gifts,Boostora AI,"Drive more revenue with automatic BOGO, volume pricing, and gift-with-purchase discounts. Easy setup for any Shopify store. No coding needed.",,,marketing-and-conversion-promotions-discounts,True,9.99,49.99,https://apps.shopify.com/discountkit
safsira-unified-swag-api,Safsira ‑ Unified Swag API,Safsira,"Automated swag decoration and fulfillment for promotional products distributors; single integration point for print-on-demand, bulk, and PromoStandards.",5.0,1.0,sales-channels-selling-online-store-data-importer,True,,,https://apps.shopify.com/safsira-unified-swag-api
eu-withdrawal,Lifetime: EU Withdrawal Button,EU by Final Apps,"Easily comply with EU Directive 2023/2673. Add a mandatory withdrawal button to your store, automate request tracking, and use analytics to reduce revenue loss.",5.0,1.0,store-management-security-legal,True,,,https://apps.shopify.com/eu-withdrawal
storify-stories-that-convert,StorifyMe ‑ Web & App Stories ,StorifyMe GmbH,"Create stunning Google web stories, add stories to your app, create dynamic and personalized landing pages. Engage your audience with stunning stories.",4.5,7.0,store-design-content-product-content,True,99.0,399.0,https://apps.shopify.com/storify-stories-that-convert
codflip,CODFlip: COD Prepaid & OTP,Kadadevaru Technology LLP,"Reduce COD returns with CODFLIP. Automated WhatsApp nudges convert COD orders to prepaid, with Partial COD, OTP verification, and COD fees built in.",,,selling-products-payments-pay-later,True,12.99,12.99,https://apps.shopify.com/codflip
signalwall,SignalWall,SignalWall,"Automatically detect fraudulent orders with real-time email and IP validation. Flag disposable emails, VPNs, and proxies. Free plan available. No code required.",,,store-management-security-fraud,True,9.0,79.0,https://apps.shopify.com/signalwall
customer-support-chat-widget,Whats Up: Customer Chat Button,Styled.Link,,,,store-management-support-chat,True,0.9,0.9,https://apps.shopify.com/customer-support-chat-widget
cathedis-2,Cathedis,Cathedis,,5.0,1.0,orders-and-shipping-shipping-solutions-delivery-and-pickup,True,,,https://apps.shopify.com/cathedis-2
techtrend-shipping,JD WebnShip,CoderKube Technologies,"Simplify Shopify shipping with JD WEBNSHIP. Compare courier rates, automate fulfillment, track orders, and deliver faster with COD support.",,,orders-and-shipping-shipping-solutions-delivery-and-pickup,True,,,https://apps.shopify.com/techtrend-shipping
poas-jet,POAS Jet,POAS Jet,,,,store-management-operations-analytics,False,,,https://apps.shopify.com/poas-jet
mulahonlineredemptions,simpleloyalty‑app ,MulahTechnologies,,,,marketing-and-conversion-promotions-discounts,True,,,https://apps.shopify.com/mulahonlineredemptions
security-country-blocker,Security : Country Blocker,Hexagn,Whitelist or blacklist traffic from 246 countries. Monitor live security analytics and style custom block pages. Protect your Shopify store today!,,,store-management-security-fraud,True,4.99,4.99,https://apps.shopify.com/security-country-blocker
trados-translator,Trados Translation Connector,RWS,"Translate your Shopify store effortlessly with Trados. Boost global sales, improve SEO, and provide a seamless multilingual shopping experience.",,,store-design-internationalization-currency-and-translation,True,,,https://apps.shopify.com/trados-translator
geoly-catalog-optimization,GEOly: Catalog Optimization,GEOLY AI,,,,store-design-content-product-content,True,,,https://apps.shopify.com/geoly-catalog-optimization
review-7,TrustLoop Review Slider,ELEPHANTA AGENCY,Display custom product reviews and star ratings in beautiful slider layouts. Add manual reviews instantly and showcase them anywhere on your Shopify store.,,,marketing-and-conversion-social-trust-product-reviews,True,,,https://apps.shopify.com/review-7
auware,Auware AI Landing Page Builder,"Buyist, Inc.","Auware's AI auto-builds landing pages personalized for each audience your ads
target. Match every click, see which segments convert, and lift your ROAS.",5.0,3.0,store-design-storefronts-page-builder,True,199.0,199.0,https://apps.shopify.com/auware
amood,amood,Amood,,,,sales-channels-selling-online-marketplaces,True,,,https://apps.shopify.com/amood
toolify-shipping,Toolify Shipping Rate Manager,Toolify Studio,"The Shipping Rates Importer allows you to import and structure your shipping rates from multiple carriers, and easily export them to your Shopify store!",,,,True,10.0,30.0,https://apps.shopify.com/toolify-shipping
tenor-b2b-payment-terms,Tenor: B2B Payment Terms,DATUN SRL,"Custom B2B payment terms beyond Net 90 for Shopify Plus — Net 120, Net 210 or any net term per company, plus deposits and per-order overrides at checkout.",,,finding-products-sourcing-options-wholesale,True,29.0,29.0,https://apps.shopify.com/tenor-b2b-payment-terms
shope-envios,ShopeEnviosLink,Shop Envíos,Facilita la creación de guías para tus pedidos,,,orders-and-shipping-shipping-solutions-third-party-logistics-3pl,True,,,https://apps.shopify.com/shope-envios
wooacry-connector,Wooacry: Print on Demand,Wooacry Connector,,,,finding-products-sourcing-options-dropshipping,True,,,https://apps.shopify.com/wooacry-connector
sales-agent,Taichu SalesAgent,nova,AI chatbot for Shopify that converts visitors into buyers and answers post-purchase questions to reduce support tickets.,,,,True,,,https://apps.shopify.com/sales-agent
magic-upload,Magic Custom Upload,Smart Ecom Tech,,,,selling-products-custom-products-custom-file-upload,True,,,https://apps.shopify.com/magic-upload
age-verifier,Metizsoft AGE VERIFIER,Metizsoft,"Add age verification popup to your Shopify store. Block under-age visitors with 18+ age gate, DOB verification, geo-location rules and customizable popup.",3.9,6.0,store-management-security-legal,True,2.99,2.99,https://apps.shopify.com/age-verifier
shopper-journey-insights,Shopping Journey Insights,KritxCode,"Help shoppers continue where they left off with recently viewed products, shopping history, cart recovery, and shareable shopping sessions.
",,,marketing-and-conversion-marketing-abandoned-cart,True,9.99,14.99,https://apps.shopify.com/shopper-journey-insights
solviachat,SolviaChat ‑ AI Chatbot,XEL,,,,store-management-support-chat,True,29.0,399.0,https://apps.shopify.com/solviachat
vozare,Vozare: AI Sales & Chatbot,Vozare,"Vozare is an AI chatbot that automates support, recovers carts, and creates COD orders automatically on WhatsApp, Messenger, and Instagram.",,,store-management-support-chat,True,,,https://apps.shopify.com/vozare
redirectguard-1,RedirectGuard,effective Inc.,,,,store-design-site-optimization-seo,True,3.0,3.0,https://apps.shopify.com/redirectguard-1
ebay-integration-by-shopupz,eBay Import Listings shopUpz,shopUpz ,"Import all of your eBay listings with a click of a button!
Get the best support from Shirly the app owner 
",4.8,7.0,,True,9.99,9.99,https://apps.shopify.com/ebay-integration-by-shopupz
interac-etransfer-theme-extension,Interac Messaging Widget,Payment Source Inc.,Grow sales and lower your payment processing costs by adding Interac e-Transfer to your Shopify checkout. Messaging lets your customers know it’s available.,,,store-design-notifications-banners,True,,,https://apps.shopify.com/interac-etransfer-theme-extension
address-finder,One‑Step Address Validator,Ideal Postcodes,"Optimise your Shopify Plus checkout and ensure accurate deliveries. Capture, verify and correct UK and International customer addresses in real-time.",,,orders-and-shipping-shipping-solutions-delivery-and-pickup,True,,,https://apps.shopify.com/address-finder
rambla,Ramblas,HausMart Inc,,,,sales-channels-selling-online-store-data-importer,True,199.0,499.0,https://apps.shopify.com/rambla
linkly-1,Linkly: Shoppable Link in Bio,Boost,"Turn your bio link into a shoppable Shopify storefront. Live products, click analytics, UTM tracking, A/B testing. The best Linktree alternative for ecommerce.",,,,True,9.0,9.0,https://apps.shopify.com/linkly-1
smart-upsell-checkout-and-more,SmartUpsell: Checkout and more,Checkout Revenue,,5.0,1.0,marketing-and-conversion-upsell-and-bundles-upsell-and-cross-sell,True,179.0,179.0,https://apps.shopify.com/smart-upsell-checkout-and-more
2folk,2folk: AI Sales Chat & Revenue,2folk,,,,store-management-support-chat,True,10.0,50.0,https://apps.shopify.com/2folk
video-ad-machine,Video Ad Machine,Product Hero Ltd.,Automatically create product videos for social media marketing. Engaging ads can boost traffic and sales.,3.6,37.0,,True,9.95,9.95,https://apps.shopify.com/video-ad-machine
eu-withdrawal-button,EU Withdrawal Button,inventivo | Full-Service Webdesign Agentur,"Gesetzlicher Widerrufsbutton für deinen Shop. Zweistufiger Prozess, automatische Bestätigungs-E-Mails, Bestellverifizierung, CSV/PDF-Export. Auf 8 Sprachen.",,,store-management-security-legal,False,4.99,5.0,https://apps.shopify.com/eu-withdrawal-button
crazyrocket,CrazyRocket • Spin Wheel PopUp,CrazyRocket,Turn visitors into customers with Spin Wheel Pop Ups,4.9,163.0,store-design-notifications-pop-ups,True,19.0,79.0,https://apps.shopify.com/crazyrocket
smartdiscount,SmartDiscount,ShopLab,"Create a discount code apply on selected variant, support percentage discount and dollar off discount. ",,,marketing-and-conversion-promotions-discounts,True,15.0,15.0,https://apps.shopify.com/smartdiscount
bulk-images,Batchly Images Editor,Keno Medien Inh. Robin Csipke,"Sort, replace, download, and edit alt texts for product images in bulk. Save time with a streamlined workflow for large catalogs.",,,store-management-operations-bulk-editor,True,4.99,4.99,https://apps.shopify.com/bulk-images
tarificador-colombia,Tarificador Colombia,Lobo Creaciones,"Automatiza tarifas por municipio, peso y entrega. Ofrece retiro en tienda con etiquetas y crea reglas especiales para eventos como Hot Sale o BFCM.",,,orders-and-shipping-shipping-solutions-shipping-rates,True,15.0,30.0,https://apps.shopify.com/tarificador-colombia
discount-king,Nex Discount Capping Discount,Nex App Studio LLC,,5.0,6.0,marketing-and-conversion-promotions-discounts,True,5.0,199.0,https://apps.shopify.com/discount-king
custom3d,custom3d,Netsfera,"Custom3D is a Shopify product customizer with live 3D preview. Let customers add text, upload images, and change colors on any product. Auto-generates print-ready files. Works with 3D models and 2D images. 14-day free trial.",,,selling-products-custom-products-custom-file-upload,True,49.0,499.0,https://apps.shopify.com/custom3d
cedcommerce-tiktok-shop,CedCommerce TikTok Shop,CedCommerce,"TikTok Shop Connector connects the eCommerce store with TikTok Shop, offering real-time inventory and order sync and updates for effortless multichannel selling",4.8,214.0,sales-channels-selling-online-marketplaces,True,19.0,89.0,https://apps.shopify.com/cedcommerce-tiktok-shop
virtuegst,VirtueGST– GST India Invoice,3328833 nova scotia limited,,,,orders-and-shipping-orders-invoices-and-receipts,True,2.99,29.99,https://apps.shopify.com/virtuegst
foxlendar,Foxlendar ‑ Hotel Booking,OOTHEMES,,,,selling-products-digital-goods-and-services-event-booking,True,19.99,59.99,https://apps.shopify.com/foxlendar
priceframe,PriceFrame | Wholesale Lists,BullMoose Apps,Create professional wholesale price lists from your Shopify products. Export clean PDF or CSV price sheets with custom pricing in minutes.,,,,True,9.99,9.99,https://apps.shopify.com/priceframe
poshta,Poshta,Bystrov,Simplify order management for Ukrainian merchants with Poshta. Automatically update delivery statuses with Nova Post integration.,5.0,6.0,orders-and-shipping-inventory-inventory-sync,True,9.0,49.0,https://apps.shopify.com/poshta
koywe-billing,Koywe Row Billing,Koywe,,,,orders-and-shipping-orders-invoices-and-receipts,True,,,https://apps.shopify.com/koywe-billing
live-chat-slack,Social Intents AI Live Chat,Social Intents,"Live Chat with your store visitors right from Microsoft Teams, Slack, and ChatGPT.  Hybrid AI + Human customer service to close sales when needed.",5.0,1.0,store-management-support-chat,True,39.0,99.0,https://apps.shopify.com/live-chat-slack
paypal-palsync,PalSync ‑ PayPal Tracking Sync,PalSync ,"Auto-sync Shopify order tracking and delivery updates to PayPal. Reduce manual work, respond to disputes, and help release held funds faster.",5.0,2.0,orders-and-shipping-inventory-inventory-sync,True,,,https://apps.shopify.com/paypal-palsync
strategy-orders,Strategy Orders | PreSale,Sellve Technologies,,,,marketing-and-conversion-upsell-and-bundles-pre-orders,True,14.9,34.9,https://apps.shopify.com/strategy-orders
smoothie-brands-page,Brands Page Pro,Smooth.ie,,4.3,33.0,,True,8.0,8.0,https://apps.shopify.com/smoothie-brands-page
markopolo-ai,"Markopolo: Email,SMS,WhatsApp",Markopolo.ai,"Convert visitors into customers with AI-powered SMS, CDP, WhatsApp, email & voice calls. Recover abandoned carts, personalize follow-ups & boost sales 24/7.",5.0,9.0,marketing-and-conversion-marketing-abandoned-cart,True,49.0,159.0,https://apps.shopify.com/markopolo-ai
typeform-integration,Typeify: Typeform Integration,Typeify: Typeform Integration,"Add Typeform to your Shopify store, allowing you to automatically register customers, create orders and more from the Typeform responses.",5.0,4.0,store-design-notifications-forms,True,3.99,7.99,https://apps.shopify.com/typeform-integration
deskribe-ai-2,Deskribe‑ai,Zen Meraki ,,,,store-design-content-product-content,True,9.99,24.99,https://apps.shopify.com/deskribe-ai-2
crux-analytics,Crux Analytics,Encrux,See exactly how customers navigate from first visit to purchase with visual journey maps and multi-touch attribution. Make smarter marketing decisions.,,,store-management-operations-analytics,False,,,https://apps.shopify.com/crux-analytics
ewarehousing,eWarehousing,eWarehousing Solutions,"Never worry again about stock levels, order confirmation or sharing track & trace links. This will all be done automatically for eWarehousing customers.",,,,True,,,https://apps.shopify.com/ewarehousing
affiliate-future,Affiliate Future,Affiliate Future,Install the app to easily add the Affiliate Future tracking code to your Shopify website.,,,marketing-and-conversion-advertising-affiliate-programs,True,,,https://apps.shopify.com/affiliate-future
sellsy-orderinvoicer,Sellsy,Order Invoicer,,5.0,8.0,orders-and-shipping-orders-invoices-and-receipts,True,59.0,299.0,https://apps.shopify.com/sellsy-orderinvoicer
instareels,Samy Reels,Samy Ecommerce,Add shoppable video reels to your store. Tag products in videos and let customers discover and buy products directly from reels.,,,store-design-images-and-media-video-and-livestream,True,3.99,3.99,https://apps.shopify.com/instareels
ketch,Ketch,Ketch,"Add a consent banner to your shopify store and automate customer data requests. Ketch handles GDPR, CCPA, and global privacy compliance in one place.",,,store-design-internationalization-cookie-consent,True,,,https://apps.shopify.com/ketch
techship,TechShip,TechShip,,,,orders-and-shipping-shipping-solutions-third-party-logistics-3pl,True,,,https://apps.shopify.com/techship
plumy-magic-ai,Klayn: Endless product content,Klayn,"Generate studio-quality product photos, lifestyle visuals, and videos with AI. No studio, no photographer, no logistics. Try Klayn today. ",,,store-design-content-product-content,True,19.0,149.0,https://apps.shopify.com/plumy-magic-ai
tp-product-addons,TP Product Addons,Juicy Apps ,"Boost sales with this app. Customizable widget options, upsells, and add-ons. Easy setup and perfect for enhancing customer experience.",,,marketing-and-conversion-upsell-and-bundles-upsell-and-cross-sell,True,9.99,15.99,https://apps.shopify.com/tp-product-addons
k1-file-uploads-1,K1 Photo Upload File Manager,K1 Apps,"Let buyers upload files, photos, and images per product. Antivirus, AES-256 encryption, 1 GB resumable uploads, 30-day backups. Free plan available.",5.0,1.0,selling-products-custom-products-custom-file-upload,True,9.99,49.99,https://apps.shopify.com/k1-file-uploads-1
athena-ai-preview,Athena AI Custom Products,DevFortress,"AI previews for customizable product options. Skip variant image uploads, show selections at checkout, and save the preview image on every order. ",5.0,1.0,selling-products-custom-products-product-variants,True,29.99,29.99,https://apps.shopify.com/athena-ai-preview
clerk-1,Clerk Chat,Clerk Chat,Clerk Chat SMS is a powerful Shopify app allowing for Bi-Directional customer communication via SMS and WhatsApp.,,,,True,15.0,25.0,https://apps.shopify.com/clerk-1
chargeback-shield-2,ChargeBack Shield,Fraud Guard,"Score every order for fraud risk, track customer refund history, and win chargebacks with AI-generated dispute letters. Built for Shopify merchants.",,,store-management-security-fraud,True,14.99,99.99,https://apps.shopify.com/chargeback-shield-2
tip-quik-1,Tip Quik | Tip Pop‑up in Cart,Aesymmetric,,,,marketing-and-conversion-checkout-cart-customization,True,9.99,9.99,https://apps.shopify.com/tip-quik-1
generative-search,Parallel ‑ Agentic Storefronts,Parallel,"AI search, with automated merchandising, CRO, upsells, and personalisation to increase conversion, AOV, and revenue.",5.0,2.0,store-design-search-and-navigation-search-and-filters,True,19.0,599.0,https://apps.shopify.com/generative-search
tryonmagic,TryOnMagic: AI Fashion Studio,Band Of Brothers LLC,"AI model photo studio for Shopify. Place clothing on AI models, remove backgrounds, recolor products, and upscale images — no photo shoots needed.",5.0,2.0,store-design-images-and-media-image-editor,True,19.99,179.99,https://apps.shopify.com/tryonmagic
variant-badges,Variant Badges,Saffron Apps,,5.0,1.0,store-design-design-elements-badges-and-icons,True,9.99,9.99,https://apps.shopify.com/variant-badges
recently-viewed-app,CSR Cross Sell & Upsell RecoAI,ConscioAI Inh Jonathan Grochla,"Steigern Sie Ihre Verkäufe mit ConscioAI: Die KI-Agenten für Produkt-Bundles, Funnels, Email-Trigger, Cross & Upsells, Exit-Intent Pop-ups und vieles mehr.",5.0,1.0,,True,4.99,49.99,https://apps.shopify.com/recently-viewed-app
launchforge,Launch Forge: Smart Copy & SEO,RMMS.Cloud,"LaunchForge helps merchants create product descriptions, SEO fields, ad copy, benefits, landing sections, and launch emails—with tone control and bulk jobs.",,,,True,9.99,79.99,https://apps.shopify.com/launchforge
shopshops-app-1,ShopShops Merchant Connector ,ishopshops inc,,,,orders-and-shipping-inventory-inventory-sync,True,,,https://apps.shopify.com/shopshops-app-1
pixeltok-pixel-installer,PixelPro: Easy Pixel Install,AdTrace,,,,marketing-and-conversion-advertising-ads,True,27.0,87.0,https://apps.shopify.com/pixeltok-pixel-installer
botguard,BotGuard: Bot Protection,Kovotic Labs LLC,Bot Protection.  Block card-testing bots before they strike.,,,,True,29.0,199.0,https://apps.shopify.com/botguard
ba-stock-sales-popups,BA Low Stock & Countdown Timer,BanifyApps,"Stock countdown widget showing live inventory and low stock alerts. Customize colors, fonts, icons, and animations. Target by product, collection, or tag.",,,marketing-and-conversion-upsell-and-bundles-stock-alerts,True,,,https://apps.shopify.com/ba-stock-sales-popups
groupby-ai-search-discovery,Rezolve Ai Search & Filter,GroupBy Inc. ,Drive conversions with Rezolve’s AI Search & Discovery - an AI-powered search platform that delivers Google-quality search results,,,store-design-search-and-navigation-search-and-filters,True,3.5,3.5,https://apps.shopify.com/groupby-ai-search-discovery
codegen-delivery,CODEdeli,TwoGate inc.,"このアプリはストアでの購入者にユニークなアクティベーションコードを配布できます。
複数種類の配布形式を選択して、柔軟に配布することができます。",,,,True,99.0,99.0,https://apps.shopify.com/codegen-delivery
per-product-shipping,Per Product Shipping Innozilla,Innozilla Web Design & Development,"Set shipping per product variant by country, state, or postcode with flexible line and per-item costs. Perfect for stores needing precise shipping rules.",,,orders-and-shipping-shipping-solutions-shipping-rates,True,19.99,39.99,https://apps.shopify.com/per-product-shipping
octilo-3d-product-configurator,Octilo 3D Product Configurator,Octilo Apps,"Let customers customize products in 3D with real-time preview and AR. Increase conversions, reduce returns, and simplify complex buying decisions.",5.0,2.0,store-design-images-and-media-3d-ar-vr,True,24.99,49.99,https://apps.shopify.com/octilo-3d-product-configurator
seolab,SEOLab: All in #1 SEO — AI SEO,Commerce Plus,"SEOLab: The number one Shopify SEO app. AI SEO optimizer to audit your store, fix issues, boost site speed, optimize image alt texts, and get found by AI search",5.0,2225.0,store-design-site-optimization-seo,True,,,https://apps.shopify.com/seolab
bizcred-b2b,BizCred: B2B Credit Management,Seventh Triangle Consulting,,,,,True,39.0,39.0,https://apps.shopify.com/bizcred-b2b
productpoll,ProductPoll: Validate Demand,ProductPoll,"Let customers vote between product images before you stock them. Validate demand, reduce inventory risk, and focus resources on products that will actually sell",5.0,1.0,store-management-support-surveys,True,,,https://apps.shopify.com/productpoll
cork-product-bundle-app,Cork ‑ Product Bundle App,Fivesdots,,,,marketing-and-conversion-upsell-and-bundles-product-bundles,True,5.99,5.99,https://apps.shopify.com/cork-product-bundle-app
dpdp-compliance,DPDP Compliance India,.mybuildspace,"DPDP-ready consent, privacy center, and data requests for Shopify stores in India.",,,store-management-security-legal,True,,,https://apps.shopify.com/dpdp-compliance
sa-154-ur-multi-slideshow,UR:Multi Image Slider｜Carousel,UnReact Inc.,,,,store-design-images-and-media-image-gallery,True,4.99,4.99,https://apps.shopify.com/sa-154-ur-multi-slideshow
seo-image-alt-text-pro,YT SEO Optimize Image Alt Text,Yity Apps,,4.6,88.0,store-design-site-optimization-seo,True,1.99,1.99,https://apps.shopify.com/seo-image-alt-text-pro
