handle,name,category,reviews,rating,reviews_gained,rank_now,rank_change,days_observed,elapsed_days,reviews_per_day
ck-sections,CK — Theme Sections & Upsells,store-design-storefronts-page-builder,5,5.0,0,70,0,1e-09,0.0,
cookease-gdpr-cookie-consent,Cookease: Cookie Consent Mode,store-design-internationalization-cookie-consent,5,5.0,0,11,0,1e-09,0.0,
copy-products-1,Kopy's: Copy Products Faster,sales-channels-selling-online-store-data-importer,5,5.0,0,33,0,1e-09,0.0,
crowd-funding,Webkul Crowdfunding,marketing-and-conversion-upsell-and-bundles-pre-orders,5,5.0,0,32,0,1e-09,0.0,
customeow-product-personalizer,CustoMeow POD Designer,selling-products-custom-products-custom-file-upload,5,4.6,0,38,0,1e-09,0.0,
delighted,Delighted Post‑Delivery Survey,store-management-support-surveys,5,4.7,0,48,0,1e-09,0.0,
depict-search,Search by Depict,store-design-search-and-navigation-search-and-filters,5,5.0,0,35,0,1e-09,0.0,
discord-social-login,miniOrange Discord Integration,store-management-security-accounts-and-login,5,5.0,0,81,0,1e-09,0.0,
e-boleta,e‑Boletas ‑ DTE Chile SII,orders-and-shipping-orders-invoices-and-receipts,5,4.2,0,55,0,1e-09,0.0,
easy-order-printer-templates,Easy Order Printer Templates+,store-management-finances-taxes,5,5.0,0,40,0,1e-09,0.0,
easy-otp-login,Quick Login OTP,store-management-security-accounts-and-login,5,5.0,0,79,0,1e-09,0.0,
easy-wholesale,EasyB2B: Password Protection,store-management-security-accounts-and-login,5,5.0,0,59,0,1e-09,0.0,
emersoft-books-app,Emersoft Books,finding-products-sourcing-options-dropshipping,5,5.0,0,41,0,1e-09,0.0,
erply-pos-for-shopify,Erply POS Integration,sales-channels-selling-in-person-retail,5,2.2,0,61,0,1e-09,0.0,
eu-withdrawal-1,EU Withdrawal Button and Form,store-management-security-legal,5,5.0,0,30,0,1e-09,0.0,
feedmanager,Feedmanager ‑ Shopping Feeds,sales-channels-selling-online-product-feeds,5,5.0,0,61,0,1e-09,0.0,
feedsync-custom-xml-feeds,Feed Sync ‑ Unlimited XML Feed,sales-channels-selling-online-product-feeds,5,5.0,0,42,0,1e-09,0.0,
file-search-bar-download,Download Page & File Search MP,store-design-search-and-navigation-search-and-filters,5,5.0,0,67,0,1e-09,0.0,
find-product-photos,Product Photo Finder,store-design-content-product-content,5,5.0,0,30,0,1e-09,0.0,
firecart,Firecart: Persistent Cart Sync,marketing-and-conversion-marketing-abandoned-cart,5,4.9,0,53,0,1e-09,0.0,
fitment-tool,Instant Fit by Year/Make/Model,store-design-search-and-navigation-search-and-filters,5,5.0,0,43,0,1e-09,0.0,
flexify-for-google-channel,Flexify for Google & Youtube,sales-channels-selling-online-product-feeds,5,5.0,0,63,0,1e-09,0.0,
folkal,Folkal,sales-channels-selling-in-person-store-locator,5,5.0,0,34,0,1e-09,0.0,
formify-custom-checkout-forms,Formify: custom checkout forms,store-design-notifications-forms,5,5.0,0,51,0,1e-09,0.0,
fulfily-image-generator,Fulfily AI Product Images,store-design-images-and-media-image-editor,5,5.0,0,29,0,1e-09,0.0,
fuze-cross-sell-upsell,Fuze: COD Post Purchase Upsell,selling-products-payments-pay-later,5,3.3,0,45,0,1e-09,0.0,
ga-polls,GA: AI Polls,store-management-support-surveys,5,5.0,0,19,0,1e-09,0.0,
glmall-sales-channel,GLMall Sales Channel,sales-channels-selling-online-marketplaces,5,5.0,0,67,0,1e-09,0.0,
glovokai,Glovokai: Address Translation,store-management-operations-workflow-automation,5,4.0,0,33,0,1e-09,0.0,
go-tracking,GO WhatsApp Order Tracking,store-management-support-helpdesk,5,4.8,0,49,0,1e-09,0.0,
google-review-by-shophaus,Shophaus Google reviews,marketing-and-conversion-social-trust-product-reviews,5,5.0,0,80,0,1e-09,0.0,
herodesk,Herodesk,store-management-support-helpdesk,5,5.0,0,26,0,1e-09,0.0,
heureka-verified,Heureka & Zbozi Tracking,marketing-and-conversion-social-trust-product-reviews,5,5.0,0,74,0,1e-09,0.0,
hidden-collections,Hide Collection ‑ VIP Presales,store-design-product-display-collections,5,3.3,0,61,0,1e-09,0.0,
hoverly-image-swap-gallery,Hoverly ‑ Image Swap & Gallery,store-design-images-and-media-image-gallery,5,5.0,0,77,0,1e-09,0.0,
hubspot-2,HubSpot,store-management-operations-analytics,5,1.0,0,77,0,1e-09,0.0,
huskify-request-for-quote,Huskify ‑ Request for Quote,selling-products-pricing-pricing-quotes,5,5.0,0,73,0,1e-09,0.0,
impresee-vsearch,Impresee’s Smart Search Bar,store-design-search-and-navigation-search-and-filters,5,4.6,0,66,0,1e-09,0.0,
instareel-instagram-reels-feed,InstaReel ‑ Instagram Reels,store-design-images-and-media-image-gallery,5,5.0,0,23,0,1e-09,0.0,
iyzads,iyzads: AI Ads for Google&Meta,marketing-and-conversion-advertising-ads,5,5.0,0,59,0,1e-09,0.0,
k-pdf-viewer,"K:PDF Viewer, Flipbook+Catalog",selling-products-custom-products-custom-file-upload,5,5.0,0,45,0,1e-09,0.0,
k-urgency-countdown-timer-bar,K: Urgency Countdown Timer Bar,marketing-and-conversion-upsell-and-bundles-countdown-timer,5,5.0,0,27,0,1e-09,0.0,
kaizntree,Kaizntree Inventory Management,orders-and-shipping-inventory-erp,5,5.0,0,45,0,1e-09,0.0,
kudosity-sms-mms-marketing,Kudosity SMS Messaging,marketing-and-conversion-marketing-sms-marketing,5,5.0,0,25,0,1e-09,0.0,
layerimg-ai,Layerimg AI,selling-products-custom-products-product-variants,5,5.0,0,22,0,1e-09,0.0,
listen-now,Listen Now ‑ Audio Player,store-design-design-elements-animation-and-effects,5,4.6,0,23,0,1e-09,0.0,
livesupporti-live-chat-software,LiveSupporti ‑ Live Chat,store-management-support-helpdesk,5,4.2,0,60,0,1e-09,0.0,
loop-voice-agent,Loop ‑ AI Voice Agents,marketing-and-conversion-marketing-abandoned-cart,5,5.0,0,68,0,1e-09,0.0,
low-stock-alert-1,MB Low Stock Alert,orders-and-shipping-inventory-inventory-optimization,5,5.0,0,67,0,1e-09,0.0,
mamba,MambaSMS Email &SMS Marketing,marketing-and-conversion-marketing-email-marketing,5,5.0,0,74,0,1e-09,0.0,
mapify-4,Mapify: Store Locator & Maps,sales-channels-selling-in-person-store-locator,5,5.0,0,17,0,1e-09,0.0,
mazing-app,MAZINGXR ‑ from 2D to 3D to AR,store-design-images-and-media-3d-ar-vr,5,5.0,0,55,0,1e-09,0.0,
mega-image-exporter,Mega Media and Image Exporter,store-design-images-and-media-image-editor,5,5.0,0,50,0,1e-09,0.0,
mirrar-app,mirrAR ‑ Virtual Try On,store-design-images-and-media-3d-ar-vr,5,5.0,0,48,0,1e-09,0.0,
mr-daibiki,MR.DAIBIKI（代引手数料を自動計算し顧客に通知）,selling-products-payments-pay-later,5,4.6,0,44,0,1e-09,0.0,
nexusshippingprotection,Shipping Protection ‑Insurance,orders-and-shipping-returns-and-warranty-warranties-and-insurance,5,5.0,0,22,0,1e-09,0.0,
night-mode-dark-mode,Twilight,store-design-design-elements-animation-and-effects,5,4.1,0,47,0,1e-09,0.0,
oc-product-enquiry,OC Product Enquiry,store-management-support-faq,5,4.5,0,20,0,1e-09,0.0,
omnidonation,Infinite Donations & Charity,marketing-and-conversion-customer-loyalty-donations,5,4.5,0,11,0,1e-09,0.0,
oracle-netsuite,NetSuite ERP Connector,orders-and-shipping-inventory-erp,5,4.0,0,15,0,1e-09,0.0,
order-rescue,Order Rescue,marketing-and-conversion-marketing-abandoned-cart,5,5.0,0,57,0,1e-09,0.0,
orders-merger,Rocketly: Auto Merge Orders,store-management-operations-workflow-automation,5,5.0,0,25,0,1e-09,0.0,
oto,OTO ‑ Shipping Gateway,orders-and-shipping-shipping-solutions-shipping-rates,5,5.0,0,50,0,1e-09,0.0,
otp-login-india,Prizma OTP Login with WhatsApp,store-management-security-accounts-and-login,5,5.0,0,74,0,1e-09,0.0,
outfit-builder,DBRMAN: Outfit Builder,store-design-product-display-product-comparison,5,5.0,0,52,0,1e-09,0.0,
overlay,Overlay Product Image Or Text,store-design-images-and-media-image-editor,5,4.5,0,56,0,1e-09,0.0,
pairy,Pairy,store-management-finances-accounting,5,5.0,0,74,0,1e-09,0.0,
pango,Pango Delivery & Returns,orders-and-shipping-returns-and-warranty-returns-and-exchanges,5,5.0,0,62,0,1e-09,0.0,
pasilobus-store-locator,Pasilobus Store Locator,sales-channels-selling-in-person-store-locator,5,5.0,0,18,0,1e-09,0.0,
picqer,Picqer | Pick & ship faster,orders-and-shipping-inventory-inventory-optimization,5,4.7,0,34,0,1e-09,0.0,
pos-wishlist,Wysh ‑ Wishlist & POS,marketing-and-conversion-customer-loyalty-wishlists,5,5.0,0,17,0,1e-09,0.0,
post-iq,Post IQ: AI Social Videos,store-design-images-and-media-video-and-livestream,5,5.0,0,40,0,1e-09,0.0,
power-quiz,Appify: Power Quiz,store-management-support-surveys,5,5.0,0,54,0,1e-09,0.0,
pre-order-by-webkul,Webkul Pre‑Order,marketing-and-conversion-upsell-and-bundles-pre-orders,5,5.0,0,67,0,1e-09,0.0,
prestashop-importer,AppsByB: PrestaShop Importer,sales-channels-selling-online-store-data-importer,5,5.0,0,83,0,1e-09,0.0,
pretty-comparisons,Pretty Comparison Tables,store-design-product-display-product-comparison,5,5.0,0,58,0,1e-09,0.0,
prevent-content-theft,AntiCopy:Prevent Content Theft,store-management-security-anti-theft,5,5.0,0,26,0,1e-09,0.0,
printrove-print-on-demand-dropshipping,Printrove ‑ Print & Dropship,finding-products-sourcing-options-print-on-demand-pod,5,5.0,0,46,0,1e-09,0.0,
product-background-remover,Pix ‑ Photo Background Remover,store-design-images-and-media-image-editor,5,5.0,0,44,0,1e-09,0.0,
product-faq,Webkul AI Driven Product FAQ,store-management-support-faq,5,4.4,0,42,0,1e-09,0.0,
product-maestro-scheduler,Bulk Edit & Product Scheduler,store-management-operations-bulk-editor,5,5.0,0,70,0,1e-09,0.0,
profitoo,Profitoo: Profit Analytics,store-management-operations-analytics,5,4.9,0,91,0,1e-09,0.0,
quoffer,Request a Quote & Make Offers,selling-products-pricing-pricing-optimization,5,5.0,0,37,0,1e-09,0.0,
reelio,Shoppable Video Slider: Reelio,store-design-images-and-media-video-and-livestream,5,5.0,0,88,0,1e-09,0.0,
reewild-earth,Climate Action with Reewild,marketing-and-conversion-customer-loyalty-donations,5,5.0,0,45,0,1e-09,0.0,
review2xml-google-shopping,Review2XML ‑ Google Shopping,sales-channels-selling-online-product-feeds,5,5.0,0,29,0,1e-09,0.0,
reviewsion,Reviewsion,marketing-and-conversion-social-trust-product-reviews,5,5.0,0,75,0,1e-09,0.0,
rushly,Rushly ‑ FOMO & Social Proof,marketing-and-conversion-upsell-and-bundles-stock-alerts,5,5.0,0,76,0,1e-09,0.0,
ryviu-amazon-importer,Ryviu Amazon Products Importer,sales-channels-selling-online-store-data-importer,5,4.8,0,70,0,1e-09,0.0,
scala-anti-spy,Scala Anti Spy,store-management-security-anti-theft,5,5.0,0,18,0,1e-09,0.0,
scalapay-on-messaging,Scalapay On‑Site Messaging,store-design-notifications-banners,5,2.0,0,46,0,1e-09,0.0,
shiprazor-1,Shiprazor,orders-and-shipping-shipping-solutions-third-party-logistics-3pl,5,5.0,0,17,0,1e-09,0.0,
shopkeeper-premium,ShopKeeper Premium Gift Cards,marketing-and-conversion-gifts-gift-cards,5,5.0,0,24,0,1e-09,0.0,
shoppable-shortvid,TPS Shoppable ShortVid,store-design-images-and-media-video-and-livestream,5,5.0,0,87,0,1e-09,0.0,
shoppulse,PhotoAI: AI Product Images,store-design-images-and-media-image-editor,5,5.0,0,39,0,1e-09,0.0,
shott,Shott ‑ AI Video Creation,store-design-images-and-media-video-and-livestream,5,4.8,0,75,0,1e-09,0.0,
size-recommendation,Prime AI Clothing Size Finder,store-design-product-display-product-comparison,5,3.9,0,68,0,1e-09,0.0,
skusavvy,SKUSavvy AI Powered WMS,orders-and-shipping-inventory-inventory-sync,5,4.7,0,84,0,1e-09,0.0,
skywalk-sku-generator,SKU Generator ‑ Bulk & Auto,store-management-operations-bulk-editor,5,4.5,0,31,0,1e-09,0.0,
slogo,Slogo Logo slider Pro,store-design-design-elements-badges-and-icons,5,4.6,0,56,0,1e-09,0.0,
smartalt-ai-alt-text,SmartAlt ‑ AI SEO Alt Text,store-design-site-optimization-accessibility,5,5.0,0,19,0,1e-09,0.0,
sms-abandoned-cart-cartboss,SMS Abandoned Cart ✦ CartBoss,marketing-and-conversion-marketing-sms-marketing,5,3.9,0,31,0,1e-09,0.0,
sms-mobile-api,WhatsApp & SMS Notification,marketing-and-conversion-marketing-sms-marketing,5,1.6,0,69,0,1e-09,0.0,
solvex-estimated-delivery-date-1,Solvex Estimated Delivery Date,marketing-and-conversion-upsell-and-bundles-countdown-timer,5,5.0,0,49,0,1e-09,0.0,
spaceship-shipping-automation,Spaceship: Shipping Automation,orders-and-shipping-shipping-solutions-third-party-logistics-3pl,5,5.0,0,37,0,1e-09,0.0,
stockflow,StockFlow ‑ Auto Pre‑Orders,marketing-and-conversion-upsell-and-bundles-pre-orders,5,5.0,0,61,0,1e-09,0.0,
stockist-maps,Stockist Maps: Store Locator,sales-channels-selling-in-person-store-locator,5,5.0,0,11,0,1e-09,0.0,
store-import,Store Importer & Cloner,sales-channels-selling-online-store-data-importer,5,3.2,0,75,0,1e-09,0.0,
storebuddy,Shine Ecommerce,store-management-finances-accounting,5,5.0,0,54,0,1e-09,0.0,
storerocket-store-locator,StoreRocket Store Locator,sales-channels-selling-in-person-store-locator,5,5.0,0,39,0,1e-09,0.0,
strique-catalog,Strique AI,sales-channels-selling-online-product-feeds,5,4.3,0,80,0,1e-09,0.0,
syncwith,"SyncWith Google Sheets, Looker",sales-channels-selling-online-store-data-importer,5,5.0,0,46,0,1e-09,0.0,
tcgapp,TCG Importer,sales-channels-selling-online-store-data-importer,5,3.8,0,63,0,1e-09,0.0,
temply-live,Temply | Advertorials & Funnel,store-design-storefronts-page-builder,5,5.0,0,85,0,1e-09,0.0,
the-courier-guy,The Courier Guy,orders-and-shipping-shipping-solutions-shipping-rates,5,2.3,0,59,0,1e-09,0.0,
theme-weaver,Theme Weaver,store-design-storefronts-page-builder,5,4.4,0,91,0,1e-09,0.0,
tint-virtual-try-on-by-banuba,Banuba AI Virtual Try‑On,store-design-images-and-media-3d-ar-vr,5,4.0,0,25,0,1e-09,0.0,
transl8-translate-localize,Transl8 | Translate & Localize,store-design-internationalization-currency-and-translation,5,4.8,0,68,0,1e-09,0.0,
traxoft-image-voting-kit,Traxoft: Image Voting,store-management-support-surveys,5,3.0,0,47,0,1e-09,0.0,
tryonify,"TryOnify: Try Now, Pay Later",selling-products-payments-payment-experience,5,5.0,0,32,0,1e-09,0.0,
tss-google-customer-review,TSS Google Customer Review,store-management-support-surveys,5,2.9,0,44,0,1e-09,0.0,
ultimate-po-box-blocker,Ultimate PO Box Blocker,orders-and-shipping-shipping-solutions-shipping-rates,5,5.0,0,62,0,1e-09,0.0,
unbridaled-diamonds,Unbridaled Diamonds,store-design-product-display-product-comparison,5,5.0,0,50,0,1e-09,0.0,
unified-repairs-support,Unified Repairs Support,store-management-support-surveys,5,4.4,0,38,0,1e-09,0.0,
unload,Unload ‑ Bulk Product Import,store-management-operations-workflow-automation,5,5.0,0,65,0,1e-09,0.0,
virtualtryon,TryOn Virtual: AR & AI Try‑On,store-design-images-and-media-3d-ar-vr,5,5.0,0,9,0,1e-09,0.0,
visma-e-conomic-sync,Visma e‑conomic Integration,store-management-finances-accounting,5,4.3,0,59,0,1e-09,0.0,
vizbl,Vizbl AR,store-design-images-and-media-3d-ar-vr,5,5.0,0,36,0,1e-09,0.0,
wa-autoflow,WaAutoflow Whatsapp Automation,store-management-operations-workflow-automation,5,5.0,0,84,0,1e-09,0.0,
wcrm,wCRM ‑ Transactional Notifier,orders-and-shipping-orders-order-tracking,5,5.0,0,69,0,1e-09,0.0,
were-open,We Are Open,store-design-notifications-banners,5,5.0,0,73,0,1e-09,0.0,
whatnot,Whatnot,sales-channels-selling-online-marketplaces,5,3.5,0,34,0,1e-09,0.0,
whatsapp-sms-notifications,Alintro WA SMS Notify,marketing-and-conversion-marketing-sms-marketing,5,5.0,0,54,0,1e-09,0.0,
widerrufs-button-eu,EU Withdrawal Form & Button,store-management-security-legal,5,4.7,0,36,0,1e-09,0.0,
wishlistify-by-byte,Wishlist & Favorites by Byte,marketing-and-conversion-customer-loyalty-wishlists,5,5.0,0,53,0,1e-09,0.0,
3d-bits-1,3D Bits,store-design-images-and-media-3d-ar-vr,4,5.0,0,30,0,1e-09,0.0,
3d-seasonal-effects,3D: Animated Seasonal Effects,store-design-design-elements-animation-and-effects,4,3.8,0,22,0,1e-09,0.0,
accelpay-fulfillment,Accelpay Fulfillment,orders-and-shipping-shipping-solutions-third-party-logistics-3pl,4,5.0,0,47,0,1e-09,0.0,
accessibilityway,Accessibility Way ADA WCAG EAA,store-management-security-legal,4,5.0,0,21,0,1e-09,0.0,
advanced-pre-order-pro,Advanced Pre‑Order PRO,marketing-and-conversion-upsell-and-bundles-pre-orders,4,5.0,0,73,0,1e-09,0.0,
aerochat-chatbot,AeroChat AI Chatbot &Live Chat,store-management-support-helpdesk,4,5.0,0,42,0,1e-09,0.0,
age-verification-19,AgeGate Age Verification popup,store-design-notifications-pop-ups,4,5.0,0,68,0,1e-09,0.0,
ai-live-chat-bot-by-athena,Athena AI: ChatGPT FAQs Agent,store-management-support-faq,4,4.5,0,31,0,1e-09,0.0,
ai-page-builder-1,Athena AI Landing Page Builder,store-design-storefronts-page-builder,4,5.0,0,84,0,1e-09,0.0,
ai-product-title-seo-fixer,Norlif AI Product Descriptions,store-management-operations-bulk-editor,4,5.0,0,75,0,1e-09,0.0,
akeans-prescription-lens,VisioncarePro: Rx Lens & Frame,selling-products-custom-products-custom-file-upload,4,5.0,0,42,0,1e-09,0.0,
amendify-edit-order-and-upsell,Amendify ‑ Order Edit & Upsell,orders-and-shipping-orders-order-editing,4,5.0,0,48,0,1e-09,0.0,
antitheft-pro,Disable Right Click AntiTheft,store-management-security-anti-theft,4,3.8,0,16,0,1e-09,0.0,
aov-ai-checkout-upsell,AOV.ai Checkout Rules & Upsell,marketing-and-conversion-checkout-order-limits,4,5.0,0,25,0,1e-09,0.0,
ape-x-image-carousel,Logo Carousel,store-design-images-and-media-image-gallery,4,5.0,0,43,0,1e-09,0.0,
apiease-admin,APIEase: API Integration Hub,store-management-operations-workflow-automation,4,5.0,0,61,0,1e-09,0.0,
ar-virtual-tryon,Wolf AR: Try‑On & Conversion,store-design-images-and-media-3d-ar-vr,4,5.0,0,28,0,1e-09,0.0,
ar-whatsapp-marketing-chat,WhatsApp Chat : Abandoned Cart,store-management-support-chat,4,5.0,0,45,0,1e-09,0.0,
arvio,Arvio: Store Growth Operator,store-management-operations-bulk-editor,4,4.8,0,45,0,1e-09,0.0,
assurify,Shipping Protection — Assurify,orders-and-shipping-returns-and-warranty-warranties-and-insurance,4,3.6,0,40,0,1e-09,0.0,
awplayer,AWP Audio Player,store-design-design-elements-animation-and-effects,4,4.6,0,15,0,1e-09,0.0,
b2b-pricelist,Codefy b2b pricelist,selling-products-pricing-pricing-quotes,4,5.0,0,62,0,1e-09,0.0,
bitrecs-ai-recommendations,Bitrecs: AI Recommendations,marketing-and-conversion-checkout-cart-customization,4,5.0,0,89,0,1e-09,0.0,
bl-product-images-bulk-upload,BL Bulk Product Image Uploader,sales-channels-selling-online-store-data-importer,4,5.0,0,34,0,1e-09,0.0,
blockify-builder,Blockify Builder,store-design-storefronts-page-builder,4,5.0,0,61,0,1e-09,0.0,
blog-importer,Blog Importer,store-design-content-blogs,4,5.0,0,18,0,1e-09,0.0,
blog-product-cards-1,Buy Button Plus channel,marketing-and-conversion-checkout-cart-customization,4,5.0,0,95,0,1e-09,0.0,
blog-product-tagger,FSC: Blog Product Spotlight,store-design-content-blogs,4,5.0,0,61,0,1e-09,0.0,
blogbuddy,BlogBuddy,store-design-content-blogs,4,4.7,0,24,0,1e-09,0.0,
bloghero,BlogHero ‑ AI Blog & Analytics,store-design-content-blogs,4,5.0,0,28,0,1e-09,0.0,
bol-com,Bol.com: Automate your sales,sales-channels-selling-online-product-feeds,4,5.0,0,62,0,1e-09,0.0,
boostra-scroll-to,Boostra Scroll To,store-design-design-elements-badges-and-icons,4,5.0,0,38,0,1e-09,0.0,
breeze-buddy,Breeze Buddy,store-management-operations-workflow-automation,4,5.0,0,56,0,1e-09,0.0,
brillocraft-mobile-app,Brillocraft ‑ Mobile App,store-design-storefronts-mobile-app-builder,4,4.1,0,33,0,1e-09,0.0,
bt-collection-sort-manage,BL | Collection Sort & Manage,store-design-product-display-collections,4,4.8,0,41,0,1e-09,0.0,
bundleplus,BundlePlus ‑ Bundle & Discount,marketing-and-conversion-upsell-and-bundles-product-bundles,4,5.0,0,86,0,1e-09,0.0,
buy-now-ship-later,Addora ‑ Buy Now Ship Later,marketing-and-conversion-checkout-cart-customization,4,5.0,0,88,0,1e-09,0.0,
camweara-ring-sizer,Camweara Ring Sizer,store-design-product-display-product-comparison,4,5.0,0,38,0,1e-09,0.0,
canva-add-pages,Canva AI Landing Page Builder,store-design-storefronts-page-builder,4,3.3,0,64,0,1e-09,0.0,
cart-reserve,Cart Reserve: Stock Hold Timer,store-management-security-fraud,4,5.0,0,36,0,1e-09,0.0,
cartsee,CartSee,marketing-and-conversion-marketing-email-marketing,4,5.0,0,51,0,1e-09,0.0,
cat-kiss-fish,CatKissFish All‑Over Print POD,finding-products-sourcing-options-dropshipping,4,4.8,0,36,0,1e-09,0.0,
cc-order-limit-rule,CC Order Rules: Preorder+Limit,marketing-and-conversion-upsell-and-bundles-pre-orders,4,4.4,0,37,0,1e-09,0.0,
chat-on-desk,Chat ON Desk,store-management-security-accounts-and-login,4,5.0,0,56,0,1e-09,0.0,
clickslide-clickable-slider,Slidy: Image & Video Slider,store-design-images-and-media-image-gallery,4,5.0,0,72,0,1e-09,0.0,
clockwork-order-exporter,CW: Order Exporter & Scheduler,store-management-operations-staff-notifications,4,4.7,0,30,0,1e-09,0.0,
cloprod,Cloprod:Premium Streetwear POD,finding-products-sourcing-options-print-on-demand-pod,4,4.5,0,32,0,1e-09,0.0,
codeadx-connector,CodeADX–Promo Code Marketplace,marketing-and-conversion-advertising-affiliate-programs,4,5.0,0,50,0,1e-09,0.0,
codfy-cash-on-delivery,CODFY Cash on Delivery,selling-products-payments-pay-later,4,5.0,0,23,0,1e-09,0.0,
codplus,Codplus,selling-products-payments-pay-later,4,5.0,0,17,0,1e-09,0.0,
comparexpert,CompareXpert ‑ Product Compare,store-design-product-display-product-comparison,4,5.0,0,64,0,1e-09,0.0,
cps-extended-warranty-upsell,CPS Extended Warranty Upsell,orders-and-shipping-returns-and-warranty-warranties-and-insurance,4,5.0,0,21,0,1e-09,0.0,
customer-barcode-creator,Barcodeator ‑ Customer QR Code,sales-channels-selling-in-person-retail,4,5.0,0,33,0,1e-09,0.0,
customer-order-management-by-webkul,Webkul Order Management,orders-and-shipping-orders-order-editing,4,5.0,0,62,0,1e-09,0.0,
customergenius,CustomerGenius,store-management-security-fraud,4,5.0,0,41,0,1e-09,0.0,
daibiki-concierge,代引きコンシェルジュ｜代引き手数料込みの金額を表示,selling-products-payments-payment-experience,4,5.0,0,25,0,1e-09,0.0,
dataease,DataEase ‑ Export and Import,store-management-operations-bulk-editor,4,4.8,0,69,0,1e-09,0.0,
dbrman-store-upgrades,DBRMAN: Store Upgrades,store-design-storefronts-page-builder,4,4.8,0,65,0,1e-09,0.0,
digital-content-sales-with-drm-flickrocket,Digital Content Sales with DRM,selling-products-digital-goods-and-services-digital-products,4,4.7,0,52,0,1e-09,0.0,
digital-hub-new-arrivals,Digital Hub New Arrivals,store-design-product-display-collections,4,5.0,0,62,0,1e-09,0.0,
donate-by-sale,Impact By Sale,marketing-and-conversion-customer-loyalty-donations,4,5.0,0,55,0,1e-09,0.0,
dsmatepro,Dropshipmate ‑ Dropshipping,finding-products-sourcing-options-dropshipping,4,1.5,0,88,0,1e-09,0.0,
dynoweb,Dynoweb,marketing-and-conversion-marketing-abandoned-cart,4,5.0,0,79,0,1e-09,0.0,
easybill-app,easybill,orders-and-shipping-orders-invoices-and-receipts,4,1.9,0,58,0,1e-09,0.0,
easycod-cash-on-delivery,EasyCOD ‑ Cash On Delivery Fee,selling-products-payments-pay-later,4,5.0,0,13,0,1e-09,0.0,
edit-sell-by-weight-orders,Filljoy Order Catch Weights,orders-and-shipping-orders-order-editing,4,5.0,0,65,0,1e-09,0.0,
ekookie,Ekookie GDPR Cookie Banner,store-design-internationalization-cookie-consent,4,5.0,0,28,0,1e-09,0.0,
entegreturk-edm-e-fatura,EDM E‑Fatura,orders-and-shipping-orders-invoices-and-receipts,4,4.7,0,65,0,1e-09,0.0,
eu-gewaehrleistungslabel,EU Warranty Label & GARAN,store-management-security-legal,4,5.0,0,58,0,1e-09,0.0,
euvat-app,EUVAT.app – B2B Reverse Tax,store-management-finances-taxes,4,4.1,0,58,0,1e-09,0.0,
evlop-order-limits-min-max,"Evlop ‑ Order Limits [Min,Max]",marketing-and-conversion-checkout-order-limits,4,3.0,0,54,0,1e-09,0.0,
factura-mexico,Palma ‑ Facturación,orders-and-shipping-orders-invoices-and-receipts,4,5.0,0,74,0,1e-09,0.0,
faq-anywhere,CP24 Membership,selling-products-payments-subscriptions,4,5.0,0,71,0,1e-09,0.0,
faqbucket,FAQbucket: Product FAQ Page AI,store-management-support-faq,4,5.0,0,38,0,1e-09,0.0,
fastblog,FastBlog | AI SEO Blog Writer,store-design-content-blogs,4,5.0,0,39,0,1e-09,0.0,
fastgrowth-form,FastGrowth Forms,store-design-notifications-forms,4,4.2,0,39,0,1e-09,0.0,
fdl-breadcrumbs-collections,FDL Breadcrumbs & Collections,store-design-search-and-navigation-navigation-and-menus,4,5.0,0,53,0,1e-09,0.0,
file-to-inbox,File To Inbox ‑ File Upload,selling-products-custom-products-custom-file-upload,4,4.6,0,61,0,1e-09,0.0,
filemaster-exporter,FileMaster ‑ Files Exporter,sales-channels-selling-online-store-data-importer,4,5.0,0,35,0,1e-09,0.0,
flint-ai-blog-writer,Flint AI Blog Post Writer &SEO,store-design-content-blogs,4,5.0,0,21,0,1e-09,0.0,
fomoify-sales-popup-proof,Fomoify Sales Popup & Proof,marketing-and-conversion-social-trust-social-proof,4,5.0,0,94,0,1e-09,0.0,
fosterflow,FosterFlow Email Marketing,marketing-and-conversion-marketing-email-marketing,4,5.0,0,72,0,1e-09,0.0,
friends2a-ymm-partfinder,Friends2a YMM PartFinder,store-design-search-and-navigation-search-and-filters,4,4.8,0,63,0,1e-09,0.0,
frontkick,Frontkick,store-management-support-chat,4,5.0,0,68,0,1e-09,0.0,
fx-amazon-reviews,FX Amazon Importer & Affiliate,marketing-and-conversion-social-trust-product-reviews,4,4.9,0,61,0,1e-09,0.0,
fyrebox-games-and-quizzes,Fyrebox ‑ AI Quiz & Form Maker,store-design-notifications-forms,4,4.0,0,73,0,1e-09,0.0,
ga-calculator,GA: AI Custom Price Calculator,selling-products-pricing-pricing-quotes,4,5.0,0,56,0,1e-09,0.0,
gallabox,Gallabox WhatsApp Automation,orders-and-shipping-orders-order-tracking,4,4.0,0,71,0,1e-09,0.0,
giveback,GiveBack Fundraising,marketing-and-conversion-customer-loyalty-donations,4,5.0,0,26,0,1e-09,0.0,
glasson,GlassOn,store-design-images-and-media-3d-ar-vr,4,5.0,0,20,0,1e-09,0.0,
goadgo,goadgo ‑ Affiliate Marketing,marketing-and-conversion-advertising-affiliate-programs,4,5.0,0,60,0,1e-09,0.0,
google-css-shopxyz-comparison-shopping-partner,AR: Google CSS Program Partner,marketing-and-conversion-advertising-ads,4,5.0,0,84,0,1e-09,0.0,
